base,offset,p,q,value,flip_to,flips_page,flips_row
0x1e612000,3144,0x1e5ec000,0x1e630000,0xdf,0,1,1
0x1e612000,3144,0x1e5ed000,0x1e630000,0xdf,0,1,3
0x1e613000,506,0x1e5ed000,0x1e630000,0xdf,0,2,3
0x1e613000,3704,0x1e5ed000,0x1e630000,0xfe,0,2,3
0x1e612000,3144,0x1e5ed000,0x1e631000,0xdf,0,1,3
0x1e613000,506,0x1e5ed000,0x1e631000,0xdf,0,2,3
0x1e613000,3704,0x1e5ed000,0x1e631000,0xfe,0,2,3
0x1e610000,3928,0x1e5ee000,0x1e632000,0xfb,0,1,1
0x1e610000,3928,0x1e5ee000,0x1e633000,0xfb,0,1,1
0x1e610000,3928,0x1e5ef000,0x1e632000,0xfb,0,1,1
0x1e610000,3928,0x1e5ef000,0x1e633000,0xfb,0,1,1
0x1e622000,1850,0x1e600000,0x1e644000,0xef,0,1,1
0x1e637000,258,0x1e615000,0x1e650000,0xef,0,2,2
0x1e637000,2705,0x1e615000,0x1e650000,0xf7,0,2,2
0x1e637000,258,0x1e615000,0x1e651000,0xef,0,2,2
0x1e637000,2705,0x1e615000,0x1e651000,0xf7,0,2,2
0x1e635000,3808,0x1e616000,0x1e652000,0xbf,0,1,1
0x1e647000,1318,0x1e620000,0x1e664000,0xfb,0,2,2
0x1e647000,1722,0x1e620000,0x1e664000,0xdf,0,2,2
0x1e647000,1722,0x1e620000,0x1e665000,0xdf,0,1,1
0x1e647000,1722,0x1e621000,0x1e664000,0xdf,0,1,1
0x1e647000,1318,0x1e621000,0x1e665000,0xfb,0,2,2
0x1e647000,1722,0x1e621000,0x1e665000,0xdf,0,2,2
0x1e655000,2808,0x1e632000,0x1e677000,0xfb,0,1,1
0x1e655000,2808,0x1e633000,0x1e676000,0xfb,0,1,1
0x1e655000,2808,0x1e633000,0x1e677000,0xfb,0,1,1
0x1e653000,641,0x1e634000,0x1e670000,0xdf,0,1,1
0x1e662000,3276,0x1e640000,0x1e68c000,0xf7,0,1,1
0x1e666000,2898,0x1e645000,0x1e688000,0x4,1,1,1
0x1e666000,3512,0x1e645000,0x1e689000,0xf7,0,1,1
0x1e68e000,560,0x1e660000,0x1e6ac000,0xfb,0,2,2
0x1e68e000,1422,0x1e660000,0x1e6ac000,0x7f,0,2,2
0x1e68a000,962,0x1e664000,0x1e6a8000,0x2,1,1,2
0x1e68b000,3849,0x1e664000,0x1e6a8000,0x8,1,1,2
0x1e68b000,640,0x1e664000,0x1e6a9000,0xfe,0,2,2
0x1e68b000,2003,0x1e664000,0x1e6a9000,0x7f,0,2,2
0x1e68b000,640,0x1e665000,0x1e6a9000,0xfe,0,1,1
0x1e689000,1848,0x1e666000,0x1e6aa000,0xfb,0,2,2
0x1e689000,2649,0x1e666000,0x1e6aa000,0xfe,0,2,2
0x1e689000,2649,0x1e667000,0x1e6aa000,0xfe,0,1,1
0x1e689000,1848,0x1e667000,0x1e6ab000,0xfb,0,2,2
0x1e689000,2649,0x1e667000,0x1e6ab000,0xfe,0,2,2
0x1e687000,2435,0x1e668000,0x1e6a4000,0xef,0,1,1
0x1e687000,2435,0x1e668000,0x1e6a5000,0xef,0,1,1
0x1e691000,3364,0x1e67f000,0x1e6b2000,0x20,1,1,1
0x1e691000,563,0x1e67f000,0x1e6b3000,0xf7,0,1,1
0x1e6a8000,1336,0x1e68b000,0x1e6ce000,0xf7,0,3,3
0x1e6a8000,1600,0x1e68b000,0x1e6ce000,0xef,0,3,3
0x1e6a8000,2824,0x1e68b000,0x1e6ce000,0xef,0,3,3
0x1e6a8000,2824,0x1e68b000,0x1e6cf000,0xef,0,1,1
0x1e6ae000,784,0x1e68c000,0x1e6c8000,0xef,0,1,1
0x1e6ae000,784,0x1e68c000,0x1e6c9000,0xef,0,1,1
0x1e6ae000,784,0x1e68d000,0x1e6c8000,0xef,0,1,1
0x1e6ae000,784,0x1e68d000,0x1e6c9000,0xef,0,1,1
0x1e6c6000,3850,0x1e6a0000,0x1e6e4000,0xf7,0,1,2
0x1e6c7000,1952,0x1e6a0000,0x1e6e4000,0xf7,0,1,2
0x1e6c6000,3850,0x1e6a0000,0x1e6e5000,0xf7,0,1,1
0x1e6c6000,3850,0x1e6a1000,0x1e6e4000,0xf7,0,1,2
0x1e6c7000,1952,0x1e6a1000,0x1e6e4000,0xf7,0,1,2
0x1e6c6000,3850,0x1e6a1000,0x1e6e5000,0xf7,0,1,2
0x1e6c7000,1952,0x1e6a1000,0x1e6e5000,0xf7,0,1,2
0x1e6cf000,721,0x1e6a9000,0x1e6ec000,0xfb,0,1,1
0x1e6cf000,721,0x1e6a9000,0x1e6ed000,0xfb,0,1,1
0x1e6fe000,505,0x1e6dc000,0x1e700000,0xfd,0,1,1
0x1e6fe000,505,0x1e6dc000,0x1e701000,0xfd,0,1,1
0x1e6fe000,505,0x1e6dd000,0x1e700000,0xfd,0,1,1
0x1e702000,3400,0x1e6fd000,0x1e720000,0xfb,0,1,1
0x1e722000,3760,0x1e700000,0x1e744000,0xbf,0,1,2
0x1e723000,3854,0x1e700000,0x1e744000,0xfd,0,1,2
0x1e72f000,2770,0x1e70c000,0x1e749000,0xfb,0,1,1
0x1e72f000,2770,0x1e70d000,0x1e748000,0xfb,0,2,2
0x1e72f000,3249,0x1e70d000,0x1e748000,0x7f,0,2,2
0x1e72f000,1578,0x1e70d000,0x1e749000,0xdf,0,2,2
0x1e72f000,2770,0x1e70d000,0x1e749000,0xfb,0,2,2
0x1e746000,2778,0x1e720000,0x1e764000,0xdf,0,1,3
0x1e747000,1835,0x1e720000,0x1e764000,0x7f,0,1,3
0x1e746000,3203,0x1e720000,0x1e764000,0x2,1,1,3
0x1e746000,2778,0x1e720000,0x1e765000,0xdf,0,1,2
0x1e746000,722,0x1e720000,0x1e765000,0x2,1,1,2
0x1e746000,2778,0x1e721000,0x1e764000,0xdf,0,1,2
0x1e747000,1089,0x1e721000,0x1e764000,0xfb,0,1,2
0x1e746000,2778,0x1e721000,0x1e765000,0xdf,0,1,2
0x1e747000,1835,0x1e721000,0x1e765000,0x7f,0,1,2
0x1e745000,680,0x1e722000,0x1e766000,0x7f,0,1,1
0x1e744000,2088,0x1e722000,0x1e767000,0xfb,0,1,2
0x1e745000,680,0x1e722000,0x1e767000,0x7f,0,1,2
0x1e752000,1512,0x1e734000,0x1e770000,0x8,1,1,1
0x1e752000,24,0x1e735000,0x1e771000,0x8,1,1,1
0x1e751000,342,0x1e736000,0x1e772000,0xfe,0,1,1
0x1e750000,984,0x1e737000,0x1e772000,0x7f,0,2,5
0x1e750000,3433,0x1e737000,0x1e772000,0x7f,0,2,5
0x1e751000,342,0x1e737000,0x1e772000,0xfe,0,3,5
0x1e751000,2801,0x1e737000,0x1e772000,0x7f,0,3,5
0x1e751000,2984,0x1e737000,0x1e772000,0xfb,0,3,5
0x1e775000,720,0x1e756000,0x1e79a000,0xbf,0,1,1
0x1e7a2000,3954,0x1e780000,0x1e7c4000,0xfe,0,1,1
0x1e7a2000,3954,0x1e780000,0x1e7c5000,0xfe,0,1,1
0x1e7a2000,3954,0x1e781000,0x1e7c4000,0xfe,0,1,1
0x1e7a2000,3954,0x1e781000,0x1e7c5000,0xfe,0,1,1
0x1e7a6000,2762,0x1e784000,0x1e7c0000,0xdf,0,1,1
0x1e7a6000,2762,0x1e784000,0x1e7c1000,0xdf,0,1,1
0x1e7a6000,2762,0x1e785000,0x1e7c0000,0xdf,0,1,1
0x1e7a6000,2762,0x1e785000,0x1e7c1000,0xdf,0,1,1
0x1e7a9000,2730,0x1e78b000,0x1e7cf000,0xef,0,2,2
0x1e7a9000,3606,0x1e78b000,0x1e7cf000,0xf7,0,2,2
0x1e7ac000,1792,0x1e78f000,0x1e7cb000,0xf7,0,1,1
0x1e7ce000,1984,0x1e7a9000,0x1e7ec000,0xfb,0,1,1
0x1e7ce000,856,0x1e7a9000,0x1e7ed000,0xfe,0,2,2
0x1e7ce000,1984,0x1e7a9000,0x1e7ed000,0xfb,0,2,2
0x1e7cd000,3344,0x1e7aa000,0x1e7ee000,0xfb,0,1,1
0x1e7ca000,2288,0x1e7ad000,0x1e7e8000,0xfb,0,1,1
0x1e7ca000,2713,0x1e7ad000,0x1e7e9000,0x7f,0,1,1
0x1e7d1000,2835,0x1e7b6000,0x1e7f2000,0xef,0,1,1
0x1e7d1000,185,0x1e7b6000,0x1e7f3000,0xf7,0,1,1
0x1e7d1000,185,0x1e7b7000,0x1e7f2000,0xf7,0,1,1
0x1e7d1000,185,0x1e7b7000,0x1e7f3000,0xf7,0,2,2
0x1e7d1000,2835,0x1e7b7000,0x1e7f3000,0xef,0,2,2
0x1e817000,1484,0x1e7e8000,0x1e835000,0xfb,0,1,1
0x1e817000,1484,0x1e7e9000,0x1e834000,0xfb,0,2,2
0x1e817000,3875,0x1e7e9000,0x1e834000,0xfe,0,2,2
0x1e817000,978,0x1e7e9000,0x1e835000,0xfb,0,3,3
0x1e817000,1484,0x1e7e9000,0x1e835000,0xfb,0,3,3
0x1e817000,3875,0x1e7e9000,0x1e835000,0xfe,0,3,3
0x1e814000,1576,0x1e7ea000,0x1e836000,0xdf,0,1,1
0x1e802000,4072,0x1e7fc000,0x1e821000,0xdf,0,1,1
0x1e82a000,1778,0x1e809000,0x1e84d000,0x2,1,1,2
0x1e82b000,3194,0x1e809000,0x1e84d000,0x40,1,1,2
0x1e83c000,2378,0x1e81e000,0x1e85a000,0x40,1,1,1
0x1e846000,1936,0x1e820000,0x1e864000,0xdf,0,1,2
0x1e847000,3384,0x1e820000,0x1e864000,0x7f,0,1,2
0x1e846000,1936,0x1e820000,0x1e865000,0xdf,0,1,2
0x1e847000,3384,0x1e820000,0x1e865000,0x7f,0,1,2
0x1e846000,1936,0x1e821000,0x1e864000,0xdf,0,1,4
0x1e847000,1728,0x1e821000,0x1e864000,0x7f,0,3,4
0x1e847000,2856,0x1e821000,0x1e864000,0xfb,0,3,4
0x1e847000,3384,0x1e821000,0x1e864000,0x7f,0,3,4
0x1e847000,3384,0x1e821000,0x1e865000,0x7f,0,1,1
0x1e862000,2971,0x1e840000,0x1e88c000,0xbf,0,1,1
0x1e88b000,2850,0x1e864000,0x1e8a8000,0x2,1,1,1
0x1e88b000,3696,0x1e864000,0x1e8a9000,0xfb,0,1,1
0x1e8a2000,1514,0x1e880000,0x1e8c4000,0xfe,0,1,2
0x1e8a3000,625,0x1e880000,0x1e8c4000,0xfb,0,1,2
0x1e8aa000,2178,0x1e888000,0x1e8cc000,0xef,0,1,2
0x1e8ab000,2058,0x1e888000,0x1e8cc000,0xbf,0,1,2
0x1e8ab000,2058,0x1e888000,0x1e8cd000,0xbf,0,1,1
0x1e8aa000,2178,0x1e889000,0x1e8cc000,0xef,0,1,3
0x1e8ab000,2058,0x1e889000,0x1e8cc000,0xbf,0,1,3
0x1e8aa000,258,0x1e889000,0x1e8cc000,0x4,1,1,3
0x1e8ab000,2058,0x1e889000,0x1e8cd000,0xbf,0,1,2
0x1e8aa000,258,0x1e889000,0x1e8cd000,0x4,1,1,2
0x1e8ad000,1886,0x1e88f000,0x1e8ca000,0x1,1,1,1
0x1e8ad000,2193,0x1e88f000,0x1e8cb000,0xef,0,1,1
0x1e8b8000,179,0x1e89a000,0x1e8de000,0xfd,0,3,4
0x1e8b8000,856,0x1e89a000,0x1e8de000,0xf7,0,3,4
0x1e8b8000,1792,0x1e89a000,0x1e8de000,0xef,0,3,4
0x1e8b9000,1536,0x1e89a000,0x1e8de000,0xbf,0,1,4
0x1e8b8000,179,0x1e89a000,0x1e8df000,0xfd,0,2,2
0x1e8b8000,1792,0x1e89a000,0x1e8df000,0xef,0,2,2
0x1e8b8000,179,0x1e89b000,0x1e8de000,0xfd,0,3,3
0x1e8b8000,856,0x1e89b000,0x1e8de000,0xf7,0,3,3
0x1e8b8000,1792,0x1e89b000,0x1e8de000,0xef,0,3,3
0x1e8b8000,179,0x1e89b000,0x1e8df000,0xfd,0,3,4
0x1e8b8000,856,0x1e89b000,0x1e8df000,0xf7,0,3,4
0x1e8b8000,1792,0x1e89b000,0x1e8df000,0xef,0,3,4
0x1e8b9000,1536,0x1e89b000,0x1e8df000,0xbf,0,1,4
0x1e8be000,3899,0x1e89c000,0x1e8d8000,0xfd,0,1,1
0x1e8c6000,2833,0x1e8a0000,0x1e8e4000,0xf7,0,1,2
0x1e8c7000,2131,0x1e8a0000,0x1e8e4000,0xef,0,1,2
0x1e8cf000,361,0x1e8a9000,0x1e8ed000,0x10,1,1,1
0x1e8cc000,2761,0x1e8aa000,0x1e8ee000,0xfb,0,1,1
0x1e8cc000,2761,0x1e8aa000,0x1e8ef000,0xfb,0,1,1
0x1e8cc000,2761,0x1e8ab000,0x1e8ee000,0xfb,0,1,1
0x1e8cc000,2761,0x1e8ab000,0x1e8ef000,0xfb,0,1,1
0x1e8e8000,3360,0x1e8cb000,0x1e916000,0xf7,0,1,1
0x1e8e8000,2168,0x1e8cb000,0x1e917000,0xf7,0,2,3
0x1e8e8000,3360,0x1e8cb000,0x1e917000,0xf7,0,2,3
0x1e8e9000,1153,0x1e8cb000,0x1e917000,0xbf,0,1,3
0x1e8fa000,3272,0x1e8d8000,0x1e905000,0xef,0,1,1
0x1e8fa000,3272,0x1e8d9000,0x1e904000,0xef,0,1,2
0x1e8fb000,424,0x1e8d9000,0x1e904000,0xbf,0,1,2
0x1e903000,3825,0x1e8fc000,0x1e920000,0xdf,0,1,1
0x1e903000,32,0x1e8fc000,0x1e921000,0xdf,0,2,2
0x1e903000,3825,0x1e8fc000,0x1e921000,0xdf,0,2,2
0x1e903000,32,0x1e8fd000,0x1e920000,0xdf,0,2,2
0x1e903000,3825,0x1e8fd000,0x1e920000,0xdf,0,2,2
0x1e903000,32,0x1e8fd000,0x1e921000,0xdf,0,1,1
0x1e901000,1280,0x1e8fe000,0x1e923000,0x7f,0,1,1
0x1e921000,4026,0x1e902000,0x1e947000,0xbf,0,1,1
0x1e946000,2176,0x1e920000,0x1e964000,0x7f,0,1,1
0x1e94e000,1930,0x1e928000,0x1e96c000,0xbf,0,1,1
0x1e954000,518,0x1e933000,0x1e977000,0x10,1,1,1
0x1e953000,48,0x1e934000,0x1e970000,0xfe,0,1,1
0x1e953000,48,0x1e934000,0x1e971000,0xfe,0,2,2
0x1e953000,1736,0x1e934000,0x1e971000,0xfb,0,2,2
0x1e952000,3226,0x1e935000,0x1e970000,0xfb,0,1,3
0x1e953000,48,0x1e935000,0x1e970000,0xfe,0,2,3
0x1e953000,1736,0x1e935000,0x1e970000,0xfb,0,2,3
0x1e953000,48,0x1e935000,0x1e971000,0xfe,0,1,1
0x1e95e000,1963,0x1e939000,0x1e97d000,0x20,1,1,1
0x1e962000,1690,0x1e940000,0x1e98c000,0xf7,0,1,2
0x1e963000,2195,0x1e940000,0x1e98c000,0xbf,0,1,2
0x1e963000,2195,0x1e940000,0x1e98d000,0xbf,0,1,1
0x1e962000,1690,0x1e941000,0x1e98c000,0xf7,0,1,1
0x1e962000,1690,0x1e941000,0x1e98d000,0xf7,0,1,2
0x1e963000,2195,0x1e941000,0x1e98d000,0xbf,0,1,2
0x1e964000,1768,0x1e946000,0x1e98a000,0xef,0,1,1
0x1e964000,3648,0x1e946000,0x1e98b000,0xef,0,1,1
0x1e964000,1768,0x1e947000,0x1e98a000,0xef,0,3,5
0x1e964000,2566,0x1e947000,0x1e98a000,0xef,0,3,5
0x1e964000,3648,0x1e947000,0x1e98a000,0xef,0,3,5
0x1e965000,552,0x1e947000,0x1e98a000,0xbf,0,2,5
0x1e965000,3912,0x1e947000,0x1e98a000,0xbf,0,2,5
0x1e964000,1768,0x1e947000,0x1e98b000,0xef,0,2,2
0x1e964000,3648,0x1e947000,0x1e98b000,0xef,0,2,2
0x1e970000,1400,0x1e952000,0x1e99f000,0x20,1,1,1
0x1e975000,2666,0x1e956000,0x1e99a000,0x1,1,1,1
0x1e975000,80,0x1e956000,0x1e99b000,0xf7,0,2,2
0x1e975000,3290,0x1e956000,0x1e99b000,0xbf,0,2,2
0x1e974000,2336,0x1e957000,0x1e99b000,0xfd,0,1,3
0x1e975000,80,0x1e957000,0x1e99b000,0xf7,0,2,3
0x1e975000,3290,0x1e957000,0x1e99b000,0xbf,0,2,3
0x1e97a000,3146,0x1e958000,0x1e995000,0x8,1,1,1
0x1e98d000,3386,0x1e962000,0x1e9af000,0x10,1,1,1
0x1e98b000,2864,0x1e964000,0x1e9a9000,0x7f,0,1,1
0x1e98a000,3112,0x1e965000,0x1e9a8000,0xfb,0,2,4
0x1e98a000,3144,0x1e965000,0x1e9a8000,0xfe,0,2,4
0x1e98b000,2864,0x1e965000,0x1e9a8000,0x7f,0,2,4
0x1e98b000,3521,0x1e965000,0x1e9a8000,0xfb,0,2,4
0x1e98b000,2864,0x1e965000,0x1e9a9000,0x7f,0,2,2
0x1e98b000,3521,0x1e965000,0x1e9a9000,0xfb,0,2,2
0x1e989000,32,0x1e966000,0x1e9ab000,0xfe,0,1,1
0x1e988000,1977,0x1e967000,0x1e9aa000,0xfb,0,1,1
0x1e989000,32,0x1e967000,0x1e9ab000,0xfe,0,1,1
0x1e987000,938,0x1e968000,0x1e9a4000,0xf7,0,1,1
0x1e987000,938,0x1e968000,0x1e9a5000,0xf7,0,1,1
0x1e987000,938,0x1e969000,0x1e9a4000,0xf7,0,1,1
0x1e986000,786,0x1e969000,0x1e9a5000,0xfd,0,1,2
0x1e987000,938,0x1e969000,0x1e9a5000,0xf7,0,1,2
0x1e9a8000,424,0x1e98b000,0x1e9cf000,0x20,1,1,1
0x1e9ae000,360,0x1e98d000,0x1e9c9000,0xbf,0,2,2
0x1e9ae000,2504,0x1e98d000,0x1e9c9000,0xbf,0,2,2
0x1e9ad000,546,0x1e98e000,0x1e9ca000,0xf7,0,1,1
0x1e9b1000,770,0x1e992000,0x1e9d6000,0x10,1,1,1
0x1e9b0000,1555,0x1e992000,0x1e9d7000,0xfb,0,1,1
0x1e9b0000,1555,0x1e993000,0x1e9d6000,0xfb,0,1,2
0x1e9b1000,2330,0x1e993000,0x1e9d6000,0xef,0,1,2
0x1e9b9000,2632,0x1e99a000,0x1e9df000,0xbf,0,1,1
0x1e9bc000,1720,0x1e99e000,0x1e9db000,0xf7,0,1,1
0x1e9bd000,3374,0x1e99f000,0x1e9da000,0xf7,0,1,1
0x1e9d3000,2089,0x1e9b4000,0x1e9f1000,0xbf,0,1,1
0x1e9da000,1944,0x1e9bd000,0x1e9f9000,0xfb,0,1,1
0x1e9d9000,507,0x1e9be000,0x1e9fa000,0x7f,0,1,1
0x1e9fd000,2680,0x1e9df000,0x1ea03000,0xfd,0,1,1
0x1ea11000,9,0x1e9ee000,0x1ea32000,0xfb,0,1,1
0x1ea11000,2192,0x1e9ee000,0x1ea33000,0x7f,0,1,1
0x1ea10000,2425,0x1e9ef000,0x1ea32000,0xfb,0,1,3
0x1ea11000,9,0x1e9ef000,0x1ea32000,0xfb,0,2,3
0x1ea11000,2192,0x1e9ef000,0x1ea32000,0x7f,0,2,3
0x1ea10000,2425,0x1e9ef000,0x1ea33000,0xfb,0,1,3
0x1ea11000,9,0x1e9ef000,0x1ea33000,0xfb,0,2,3
0x1ea11000,2192,0x1e9ef000,0x1ea33000,0x7f,0,2,3
0x1ea03000,528,0x1e9fd000,0x1ea20000,0xfb,0,1,1
0x1ea02000,4004,0x1e9fd000,0x1ea21000,0xdf,0,1,2
0x1ea03000,528,0x1e9fd000,0x1ea21000,0xfb,0,1,2
0x1ea00000,936,0x1e9ff000,0x1ea22000,0x7f,0,1,1
0x1ea00000,936,0x1e9ff000,0x1ea23000,0x7f,0,1,1
0x1ea22000,3928,0x1ea00000,0x1ea44000,0xbf,0,1,1
0x1ea22000,3520,0x1ea00000,0x1ea45000,0xf7,0,3,3
0x1ea22000,3544,0x1ea00000,0x1ea45000,0xef,0,3,3
0x1ea22000,3928,0x1ea00000,0x1ea45000,0xbf,0,3,3
0x1ea3f000,2899,0x1ea1d000,0x1ea59000,0xfe,0,1,1
0x1ea43000,3336,0x1ea24000,0x1ea61000,0xdf,0,1,1
0x1ea43000,3336,0x1ea25000,0x1ea60000,0xdf,0,1,1
0x1ea43000,3336,0x1ea25000,0x1ea61000,0xdf,0,1,1
0x1ea41000,992,0x1ea26000,0x1ea62000,0xfb,0,1,1
0x1ea61000,48,0x1ea43000,0x1ea8f000,0xef,0,1,1
0x1ea7a000,3443,0x1ea59000,0x1ea95000,0x8,1,1,1
0x1ea78000,1970,0x1ea5a000,0x1ea96000,0xfe,0,1,1
0x1ea8a000,40,0x1ea65000,0x1eaa9000,0x8,1,1,1
0x1ea88000,2728,0x1ea66000,0x1eaaa000,0xfe,0,1,1
0x1ea88000,2728,0x1ea66000,0x1eaab000,0xfe,0,1,1
0x1eab7000,1538,0x1ea94000,0x1ead0000,0xfb,0,1,1
0x1eab7000,1538,0x1ea94000,0x1ead1000,0xfb,0,1,1
0x1eabe000,490,0x1ea9c000,0x1ead8000,0xbf,0,1,1
0x1eabe000,490,0x1ea9c000,0x1ead9000,0xbf,0,1,2
0x1eabf000,1115,0x1ea9c000,0x1ead9000,0xbf,0,1,2
0x1eaca000,1736,0x1eaac000,0x1eae8000,0xfe,0,1,1
0x1eaca000,536,0x1eaac000,0x1eae9000,0xfb,0,1,1
0x1eaca000,536,0x1eaad000,0x1eae8000,0xfb,0,1,1
0x1eaca000,536,0x1eaad000,0x1eae9000,0xfb,0,2,2
0x1eaca000,1736,0x1eaad000,0x1eae9000,0xfe,0,2,2
0x1eac8000,1120,0x1eaae000,0x1eaea000,0xfe,0,3,3
0x1eac8000,1320,0x1eaae000,0x1eaea000,0xdf,0,3,3
0x1eac8000,2312,0x1eaae000,0x1eaea000,0xdf,0,3,3
0x1eac8000,2312,0x1eaae000,0x1eaeb000,0xdf,0,1,1
0x1eac8000,1120,0x1eaaf000,0x1eaea000,0xfe,0,3,4
0x1eac8000,1320,0x1eaaf000,0x1eaea000,0xdf,0,3,4
0x1eac8000,2312,0x1eaaf000,0x1eaea000,0xdf,0,3,4
0x1eac9000,2896,0x1eaaf000,0x1eaea000,0xfe,0,1,4
0x1eadd000,464,0x1eaba000,0x1eafe000,0xfb,0,1,1
0x1eadd000,464,0x1eaba000,0x1eaff000,0xfb,0,2,2
0x1eadd000,3714,0x1eaba000,0x1eaff000,0xfb,0,2,2
0x1eadd000,464,0x1eabb000,0x1eafe000,0xfb,0,1,1
0x1eadd000,464,0x1eabb000,0x1eaff000,0xfb,0,2,2
0x1eadd000,3714,0x1eabb000,0x1eaff000,0xfb,0,2,2
0x1eada000,1369,0x1eabc000,0x1eaf8000,0x7f,0,2,2
0x1eada000,1962,0x1eabc000,0x1eaf8000,0xfb,0,2,2
0x1ead8000,3824,0x1eabe000,0x1eafb000,0xfe,0,1,1
0x1ead8000,3824,0x1eabf000,0x1eafa000,0xfe,0,1,1
0x1ead8000,3824,0x1eabf000,0x1eafb000,0xfe,0,1,1
0x1eaee000,3273,0x1eacc000,0x1eb10000,0xf7,0,1,1
0x1eaee000,3273,0x1eacc000,0x1eb11000,0xf7,0,1,1
0x1eafa000,1866,0x1ead8000,0x1eb04000,0xbf,0,1,2
0x1eafb000,3539,0x1ead8000,0x1eb04000,0xfd,0,1,2
0x1eafa000,1866,0x1ead8000,0x1eb05000,0xbf,0,1,1
0x1eafa000,1866,0x1ead9000,0x1eb04000,0xbf,0,1,2
0x1eafb000,728,0x1ead9000,0x1eb04000,0xbf,0,1,2
0x1eafa000,1866,0x1ead9000,0x1eb05000,0xbf,0,1,2
0x1eafb000,728,0x1ead9000,0x1eb05000,0xbf,0,1,2
0x1eafc000,2034,0x1eade000,0x1eb02000,0xfd,0,1,1
0x1eb07000,2976,0x1eaf9000,0x1eb24000,0xfe,0,1,1
0x1eb07000,2976,0x1eaf9000,0x1eb25000,0xfe,0,1,1
0x1eb23000,2022,0x1eb00000,0x1eb44000,0xfd,0,2,2
0x1eb23000,3034,0x1eb00000,0x1eb44000,0xf7,0,2,2
0x1eb23000,2022,0x1eb01000,0x1eb44000,0xfd,0,2,2
0x1eb23000,3034,0x1eb01000,0x1eb44000,0xf7,0,2,2
0x1eb2e000,2422,0x1eb0c000,0x1eb48000,0xdf,0,1,1
0x1eb34000,3538,0x1eb17000,0x1eb53000,0x20,1,1,1
0x1eb44000,2465,0x1eb23000,0x1eb66000,0x2,1,1,2
0x1eb45000,1896,0x1eb23000,0x1eb66000,0x8,1,1,2
0x1eb45000,1680,0x1eb23000,0x1eb67000,0x7f,0,1,1
0x1eb43000,2338,0x1eb24000,0x1eb60000,0xfe,0,1,1
0x1eb43000,2338,0x1eb24000,0x1eb61000,0xfe,0,2,2
0x1eb43000,3488,0x1eb24000,0x1eb61000,0xdf,0,2,2
0x1eb43000,2338,0x1eb25000,0x1eb60000,0xfe,0,2,2
0x1eb43000,3488,0x1eb25000,0x1eb60000,0xdf,0,2,2
0x1eb43000,994,0x1eb25000,0x1eb61000,0xfb,0,2,2
0x1eb43000,2338,0x1eb25000,0x1eb61000,0xfe,0,2,2
0x1eb48000,1618,0x1eb2e000,0x1eb6a000,0xef,0,1,1
0x1eb49000,1178,0x1eb2e000,0x1eb6b000,0xbf,0,1,1
0x1eb49000,1178,0x1eb2f000,0x1eb6a000,0xbf,0,1,1
0x1eb48000,1618,0x1eb2f000,0x1eb6b000,0xef,0,1,3
0x1eb49000,1178,0x1eb2f000,0x1eb6b000,0xbf,0,2,3
0x1eb49000,3538,0x1eb2f000,0x1eb6b000,0xbf,0,2,3
0x1eb55000,873,0x1eb32000,0x1eb76000,0xfb,0,1,1
0x1eb54000,2376,0x1eb32000,0x1eb77000,0xfb,0,1,2
0x1eb55000,873,0x1eb32000,0x1eb77000,0xfb,0,1,2
0x1eb54000,2376,0x1eb33000,0x1eb76000,0xfb,0,1,2
0x1eb55000,873,0x1eb33000,0x1eb76000,0xfb,0,1,2
0x1eb54000,2376,0x1eb33000,0x1eb77000,0xfb,0,1,2
0x1eb55000,873,0x1eb33000,0x1eb77000,0xfb,0,1,2
0x1eb52000,1480,0x1eb34000,0x1eb70000,0x7f,0,1,3
0x1eb53000,842,0x1eb34000,0x1eb70000,0xfb,0,2,3
0x1eb53000,1920,0x1eb34000,0x1eb70000,0xfb,0,2,3
0x1eb52000,1480,0x1eb34000,0x1eb71000,0x7f,0,1,3
0x1eb53000,842,0x1eb34000,0x1eb71000,0xfb,0,2,3
0x1eb53000,1920,0x1eb34000,0x1eb71000,0xfb,0,2,3
0x1eb63000,1353,0x1eb40000,0x1eb8c000,0xfd,0,1,1
0x1eb63000,1353,0x1eb40000,0x1eb8d000,0xfd,0,1,1
0x1eb71000,2688,0x1eb53000,0x1eb9f000,0xf7,0,1,1
0x1eb77000,220,0x1eb54000,0x1eb98000,0xf7,0,2,2
0x1eb77000,3427,0x1eb54000,0x1eb98000,0xbf,0,2,2
0x1eb77000,220,0x1eb54000,0x1eb99000,0xf7,0,2,2
0x1eb77000,3427,0x1eb54000,0x1eb99000,0xbf,0,2,2
0x1eb76000,1384,0x1eb55000,0x1eb98000,0xfd,0,2,4
0x1eb76000,3168,0x1eb55000,0x1eb98000,0xef,0,2,4
0x1eb77000,220,0x1eb55000,0x1eb98000,0xf7,0,2,4
0x1eb77000,3427,0x1eb55000,0x1eb98000,0xbf,0,2,4
0x1eb77000,220,0x1eb55000,0x1eb99000,0xf7,0,2,2
0x1eb77000,3427,0x1eb55000,0x1eb99000,0xbf,0,2,2
0x1eb8f000,1882,0x1eb60000,0x1ebac000,0x7f,0,2,2
0x1eb8f000,2906,0x1eb60000,0x1ebac000,0x7f,0,2,2
0x1eb8f000,1882,0x1eb61000,0x1ebac000,0x7f,0,1,1
