base,offset,p,q,value,flip_to,flips_page,flips_row
0x66ee000,2739,0x66cd000,0x6710000,0xf7,0,1,1
0x66ee000,2739,0x66cd000,0x6711000,0xf7,0,1,1
0x66fa000,2184,0x66d8000,0x6705000,0xef,0,1,2
0x66fb000,302,0x66d8000,0x6705000,0xef,0,1,2
0x66f8000,2576,0x66da000,0x6706000,0x4,1,1,1
0x6716000,1786,0x66e8000,0x6734000,0xfe,0,2,2
0x6716000,2009,0x66e8000,0x6734000,0xfb,0,2,2
0x6716000,1786,0x66e8000,0x6735000,0xfe,0,2,2
0x6716000,2009,0x66e8000,0x6735000,0xfb,0,2,2
0x6716000,1786,0x66e9000,0x6734000,0xfe,0,2,2
0x6716000,2009,0x66e9000,0x6734000,0xfb,0,2,2
0x6716000,1786,0x66e9000,0x6735000,0xfe,0,2,2
0x6716000,2009,0x66e9000,0x6735000,0xfb,0,2,2
0x6714000,3697,0x66ea000,0x6736000,0x7f,0,1,2
0x6715000,2868,0x66ea000,0x6736000,0xdf,0,1,2
0x6714000,3697,0x66ea000,0x6737000,0x7f,0,1,3
0x6715000,2868,0x66ea000,0x6737000,0xdf,0,1,3
0x6714000,1034,0x66ea000,0x6737000,0x2,1,1,3
0x6714000,3697,0x66eb000,0x6736000,0x7f,0,1,2
0x6714000,1034,0x66eb000,0x6736000,0x2,1,1,2
0x6714000,3697,0x66eb000,0x6737000,0x7f,0,1,2
0x6715000,2868,0x66eb000,0x6737000,0xdf,0,1,2
0x6712000,608,0x66ec000,0x6730000,0xfb,0,3,5
0x6712000,1320,0x66ec000,0x6730000,0xfe,0,3,5
0x6712000,3264,0x66ec000,0x6730000,0xfb,0,3,5
0x6713000,2800,0x66ec000,0x6730000,0xdf,0,1,5
0x6712000,2616,0x66ec000,0x6730000,0x40,1,1,5
0x6712000,608,0x66ec000,0x6731000,0xfb,0,3,6
0x6712000,1320,0x66ec000,0x6731000,0xfe,0,3,6
0x6712000,3264,0x66ec000,0x6731000,0xfb,0,3,6
0x6713000,1419,0x66ec000,0x6731000,0xfe,0,2,6
0x6713000,2800,0x66ec000,0x6731000,0xdf,0,2,6
0x6712000,2616,0x66ec000,0x6731000,0x40,1,1,6
0x6712000,608,0x66ed000,0x6730000,0xfb,0,2,4
0x6712000,3264,0x66ed000,0x6730000,0xfb,0,2,4
0x6713000,1419,0x66ed000,0x6730000,0xfe,0,2,4
0x6713000,2800,0x66ed000,0x6730000,0xdf,0,2,4
0x6712000,608,0x66ed000,0x6731000,0xfb,0,3,9
0x6712000,1320,0x66ed000,0x6731000,0xfe,0,3,9
0x6712000,3264,0x66ed000,0x6731000,0xfb,0,3,9
0x6713000,1419,0x66ed000,0x6731000,0xfe,0,2,9
0x6713000,2800,0x66ed000,0x6731000,0xdf,0,2,9
0x6712000,2616,0x66ed000,0x6731000,0x40,1,2,9
0x6712000,2705,0x66ed000,0x6731000,0x40,1,2,9
0x6713000,2074,0x66ed000,0x6731000,0x2,1,2,9
0x6713000,2601,0x66ed000,0x6731000,0x40,1,2,9
0x6702000,3732,0x66fc000,0x6720000,0x10,1,1,1
0x6703000,218,0x66fc000,0x6721000,0xdf,0,2,2
0x6703000,2547,0x66fc000,0x6721000,0xdf,0,2,2
0x6703000,2547,0x66fd000,0x6720000,0xdf,0,1,1
0x6703000,218,0x66fd000,0x6721000,0xdf,0,1,3
0x6702000,2046,0x66fd000,0x6721000,0x40,1,1,3
0x6703000,2576,0x66fd000,0x6721000,0x2,1,1,3
0x6701000,4088,0x66fe000,0x6722000,0xfe,0,1,1
0x6722000,3450,0x6701000,0x6744000,0xef,0,1,3
0x6723000,1121,0x6701000,0x6744000,0xbf,0,1,3
0x6723000,1968,0x6701000,0x6744000,0x4,1,1,3
0x6721000,954,0x6703000,0x6747000,0xfd,0,3,3
0x6721000,1529,0x6703000,0x6747000,0xbf,0,3,3
0x6721000,1673,0x6703000,0x6747000,0xf7,0,3,3
0x6726000,1672,0x6704000,0x6740000,0xfd,0,2,2
0x6726000,3068,0x6704000,0x6740000,0xf7,0,2,2
0x6726000,1672,0x6704000,0x6741000,0xfd,0,2,3
0x6726000,3068,0x6704000,0x6741000,0xf7,0,2,3
0x6726000,1930,0x6704000,0x6741000,0x80,1,1,3
0x6726000,1672,0x6705000,0x6741000,0xfd,0,2,3
0x6726000,3068,0x6705000,0x6741000,0xf7,0,2,3
0x6726000,1930,0x6705000,0x6741000,0x80,1,1,3
0x672b000,1194,0x6708000,0x674c000,0xdf,0,1,1
0x672b000,1194,0x6708000,0x674d000,0xdf,0,1,1
0x672b000,1194,0x6709000,0x674c000,0xdf,0,1,1
0x672b000,1194,0x6709000,0x674d000,0xdf,0,1,1
0x6729000,696,0x670a000,0x674f000,0x10,1,1,1
0x6732000,1304,0x6710000,0x6754000,0xf7,0,2,3
0x6732000,3098,0x6710000,0x6754000,0xf7,0,2,3
0x6733000,1273,0x6710000,0x6754000,0x4,1,1,3
0x6732000,1304,0x6710000,0x6755000,0xf7,0,2,2
0x6732000,3098,0x6710000,0x6755000,0xf7,0,2,2
0x6732000,3098,0x6711000,0x6754000,0xf7,0,1,1
0x6732000,1304,0x6711000,0x6755000,0xf7,0,2,2
0x6732000,3098,0x6711000,0x6755000,0xf7,0,2,2
0x6731000,2161,0x6712000,0x6756000,0x4,1,1,1
0x6730000,2236,0x6712000,0x6757000,0xfd,0,1,1
0x6730000,2236,0x6713000,0x6756000,0xfd,0,1,1
0x6730000,2236,0x6713000,0x6757000,0xfd,0,1,1
0x6736000,1129,0x6714000,0x6750000,0xf7,0,2,3
0x6736000,3376,0x6714000,0x6750000,0xef,0,2,3
0x6737000,3748,0x6714000,0x6750000,0xbf,0,1,3
0x6736000,3376,0x6714000,0x6751000,0xef,0,1,2
0x6737000,3748,0x6714000,0x6751000,0xbf,0,1,2
0x6736000,1129,0x6715000,0x6750000,0xf7,0,2,3
0x6736000,3376,0x6715000,0x6750000,0xef,0,2,3
0x6737000,3748,0x6715000,0x6750000,0xbf,0,1,3
0x6736000,1129,0x6715000,0x6751000,0xf7,0,2,3
0x6736000,3376,0x6715000,0x6751000,0xef,0,2,3
0x6737000,3748,0x6715000,0x6751000,0xbf,0,1,3
0x673c000,3273,0x671e000,0x675a000,0xfe,0,1,1
0x673c000,3273,0x671e000,0x675b000,0xfe,0,1,1
0x673c000,3273,0x671f000,0x675b000,0xfe,0,1,1
0x6745000,3504,0x6722000,0x6766000,0x7f,0,1,1
0x6745000,1026,0x6722000,0x6767000,0xfe,0,3,3
0x6745000,1425,0x6722000,0x6767000,0xdf,0,3,3
0x6745000,3504,0x6722000,0x6767000,0x7f,0,3,3
0x6745000,1026,0x6723000,0x6766000,0xfe,0,2,2
0x6745000,3504,0x6723000,0x6766000,0x7f,0,2,2
0x6745000,1026,0x6723000,0x6767000,0xfe,0,2,2
0x6745000,3504,0x6723000,0x6767000,0x7f,0,2,2
0x674e000,3706,0x6729000,0x676d000,0x4,1,1,1
0x6757000,2080,0x6730000,0x6775000,0xdf,0,1,1
0x675e000,3073,0x6739000,0x677c000,0xf7,0,1,1
0x675e000,3073,0x6739000,0x677d000,0xf7,0,1,1
0x675a000,1243,0x673c000,0x6779000,0xbf,0,1,1
0x675a000,1243,0x673d000,0x6778000,0xbf,0,1,2
0x675b000,3584,0x673d000,0x6778000,0xbf,0,1,2
0x675a000,1243,0x673d000,0x6779000,0xbf,0,1,2
0x675b000,3584,0x673d000,0x6779000,0xbf,0,1,2
0x6758000,2171,0x673e000,0x677a000,0xbf,0,1,1
0x6758000,2171,0x673e000,0x677b000,0xbf,0,1,1
0x6758000,2171,0x673f000,0x677a000,0xbf,0,1,1
0x6762000,1224,0x6740000,0x678c000,0xef,0,1,2
0x6763000,3904,0x6740000,0x678c000,0xbf,0,1,2
0x6763000,3904,0x6740000,0x678d000,0xbf,0,1,1
0x6762000,1224,0x6741000,0x678c000,0xef,0,1,2
0x6763000,3904,0x6741000,0x678c000,0xbf,0,1,2
0x6762000,1224,0x6741000,0x678d000,0xef,0,1,3
0x6763000,3904,0x6741000,0x678d000,0xbf,0,1,3
0x6762000,3952,0x6741000,0x678d000,0x80,1,1,3
0x6760000,3424,0x6742000,0x678f000,0xf7,0,1,2
0x6760000,2105,0x6742000,0x678f000,0x20,1,1,2
0x6760000,2105,0x6743000,0x678e000,0x20,1,1,1
0x6760000,3424,0x6743000,0x678f000,0xf7,0,1,2
0x6760000,2105,0x6743000,0x678f000,0x20,1,1,2
0x6764000,3232,0x6746000,0x678a000,0x1,1,1,2
0x6765000,3440,0x6746000,0x678a000,0x1,1,1,2
0x6765000,3440,0x6746000,0x678b000,0x1,1,1,1
0x6765000,3440,0x6747000,0x678b000,0x1,1,1,1
0x676d000,1274,0x674f000,0x6783000,0x40,1,1,1
0x6777000,4032,0x6755000,0x6798000,0xfd,0,1,1
0x6777000,1803,0x6755000,0x6799000,0xef,0,2,2
0x6777000,4032,0x6755000,0x6799000,0xfd,0,2,2
0x677f000,834,0x675c000,0x6790000,0xfb,0,1,1
0x677f000,834,0x675c000,0x6791000,0xfb,0,1,1
0x677f000,834,0x675d000,0x6790000,0xfb,0,1,1
0x677f000,834,0x675d000,0x6791000,0xfb,0,1,1
0x678c000,1328,0x6762000,0x67af000,0xfb,0,2,2
0x678c000,1753,0x6762000,0x67af000,0xfe,0,2,2
0x678c000,1328,0x6763000,0x67ae000,0xfb,0,2,2
0x678c000,1753,0x6763000,0x67ae000,0xfe,0,2,2
0x678c000,1328,0x6763000,0x67af000,0xfb,0,2,2
0x678c000,1753,0x6763000,0x67af000,0xfe,0,2,2
0x678a000,112,0x6764000,0x67a9000,0xdf,0,2,2
0x678a000,3648,0x6764000,0x67a9000,0xfe,0,2,2
0x678a000,112,0x6765000,0x67a8000,0xdf,0,5,5
0x678a000,536,0x6765000,0x67a8000,0xfb,0,5,5
0x678a000,1808,0x6765000,0x67a8000,0x7f,0,5,5
0x678a000,3339,0x6765000,0x67a8000,0xfb,0,5,5
0x678a000,3648,0x6765000,0x67a8000,0xfe,0,5,5
0x678a000,112,0x6765000,0x67a9000,0xdf,0,4,4
0x678a000,536,0x6765000,0x67a9000,0xfb,0,4,4
0x678a000,1808,0x6765000,0x67a9000,0x7f,0,4,4
0x678a000,3648,0x6765000,0x67a9000,0xfe,0,4,4
0x6788000,2704,0x6766000,0x67aa000,0x7f,0,1,2
0x6789000,938,0x6766000,0x67aa000,0xdf,0,1,2
0x6788000,2704,0x6766000,0x67ab000,0x7f,0,1,1
0x6788000,2704,0x6767000,0x67aa000,0x7f,0,1,1
0x6788000,2704,0x6767000,0x67ab000,0x7f,0,1,3
0x6789000,938,0x6767000,0x67ab000,0xdf,0,1,3
0x6789000,1954,0x6767000,0x67ab000,0x10,1,1,3
0x6786000,3704,0x6768000,0x67a5000,0x4,1,1,1
0x6786000,3704,0x6769000,0x67a4000,0x4,1,1,1
0x6783000,970,0x676c000,0x67a0000,0xef,0,2,2
0x6783000,3050,0x676c000,0x67a0000,0xf7,0,2,2
0x6783000,970,0x676c000,0x67a1000,0xef,0,1,1
0x6783000,970,0x676d000,0x67a0000,0xef,0,1,1
0x6783000,970,0x676d000,0x67a1000,0xef,0,1,1
0x6781000,1011,0x676e000,0x67a3000,0x4,1,1,1
0x67ab000,546,0x6788000,0x67cc000,0xbf,0,1,1
0x67ab000,546,0x6788000,0x67cd000,0xbf,0,1,1
0x67ab000,546,0x6789000,0x67cd000,0xbf,0,1,1
0x67b4000,1498,0x6796000,0x67d2000,0xdf,0,1,1
0x67b4000,1498,0x6796000,0x67d3000,0xdf,0,2,2
0x67b4000,1594,0x6796000,0x67d3000,0xfb,0,2,2
0x67b4000,1498,0x6797000,0x67d2000,0xdf,0,1,1
0x67b4000,1498,0x6797000,0x67d3000,0xdf,0,1,1
0x67ba000,2600,0x6798000,0x67dc000,0xef,0,1,1
0x67ba000,2600,0x6798000,0x67dd000,0xef,0,1,3
0x67ba000,4041,0x6798000,0x67dd000,0x4,1,1,3
0x67bb000,696,0x6798000,0x67dd000,0x1,1,1,3
0x67bb000,696,0x6799000,0x67dc000,0x1,1,1,1
0x67ba000,2600,0x6799000,0x67dd000,0xef,0,1,1
0x67b8000,2168,0x679a000,0x67de000,0xbf,0,1,1
0x67b8000,2168,0x679a000,0x67df000,0xbf,0,1,1
0x67b8000,2168,0x679b000,0x67de000,0xbf,0,1,1
0x67b8000,2168,0x679b000,0x67df000,0xbf,0,1,1
0x67cb000,1800,0x67ac000,0x67e8000,0xdf,0,2,2
0x67cb000,3072,0x67ac000,0x67e8000,0xfe,0,2,2
0x67ca000,2896,0x67ac000,0x67e9000,0x7f,0,1,3
0x67cb000,1800,0x67ac000,0x67e9000,0xdf,0,2,3
0x67cb000,3072,0x67ac000,0x67e9000,0xfe,0,2,3
0x67ca000,2896,0x67ad000,0x67e9000,0x7f,0,1,3
0x67cb000,1800,0x67ad000,0x67e9000,0xdf,0,2,3
0x67cb000,3072,0x67ad000,0x67e9000,0xfe,0,2,3
0x67c9000,14,0x67ae000,0x67eb000,0xdf,0,2,2
0x67c9000,1784,0x67ae000,0x67eb000,0xdf,0,2,2
0x67c9000,14,0x67af000,0x67ea000,0xdf,0,2,2
0x67c9000,1784,0x67af000,0x67ea000,0xdf,0,2,2
0x67c9000,14,0x67af000,0x67eb000,0xdf,0,2,2
0x67c9000,1784,0x67af000,0x67eb000,0xdf,0,2,2
0x67d6000,1834,0x67b1000,0x67f4000,0xfd,0,1,2
0x67d6000,3178,0x67b1000,0x67f4000,0x4,1,1,2
0x67d6000,1834,0x67b1000,0x67f5000,0xfd,0,1,1
0x67d4000,2257,0x67b2000,0x67f7000,0xf7,0,1,1
0x67de000,4092,0x67b8000,0x67fd000,0xfe,0,1,3
0x67de000,554,0x67b8000,0x67fd000,0x8,1,2,3
0x67de000,584,0x67b8000,0x67fd000,0x8,1,2,3
0x67de000,4092,0x67b9000,0x67fc000,0xfe,0,1,1
0x67de000,4092,0x67b9000,0x67fd000,0xfe,0,1,1
0x67dc000,2507,0x67bb000,0x67ff000,0xfb,0,1,1
0x67da000,969,0x67bc000,0x67f8000,0xfe,0,1,2
0x67db000,4002,0x67bc000,0x67f8000,0xfb,0,1,2
0x67da000,969,0x67bc000,0x67f9000,0xfe,0,1,2
0x67db000,4002,0x67bc000,0x67f9000,0xfb,0,1,2
0x67db000,4002,0x67bd000,0x67f8000,0xfb,0,1,1
0x67db000,4002,0x67bd000,0x67f9000,0xfb,0,1,1
0x67d8000,123,0x67be000,0x67fa000,0xfb,0,1,1
0x67d8000,123,0x67be000,0x67fb000,0xfb,0,1,1
0x67d8000,123,0x67bf000,0x67fa000,0xfb,0,1,1
0x67d8000,123,0x67bf000,0x67fb000,0xfb,0,1,1
0x67e8000,2795,0x67cb000,0x6816000,0xfd,0,1,1
0x67e8000,1568,0x67cb000,0x6817000,0xbf,0,2,2
0x67e8000,2795,0x67cb000,0x6817000,0xfd,0,2,2
0x67ec000,3347,0x67cf000,0x6812000,0x4,1,1,1
0x67fb000,256,0x67d8000,0x6805000,0xf7,0,1,1
0x67fb000,256,0x67d9000,0x6804000,0xf7,0,1,1
0x67fa000,865,0x67d9000,0x6805000,0x4,1,1,1
0x67fe000,1008,0x67dc000,0x6801000,0xbf,0,1,1
0x67fe000,1008,0x67dd000,0x6800000,0xbf,0,1,1
0x67fd000,2403,0x67de000,0x6803000,0xbf,0,1,1
0x67fd000,2403,0x67df000,0x6803000,0xbf,0,1,1
0x6817000,2248,0x67e8000,0x6835000,0xdf,0,1,2
0x6816000,1394,0x67e8000,0x6835000,0x2,1,1,2
0x6817000,867,0x67e9000,0x6834000,0xdf,0,1,1
0x6814000,2277,0x67ea000,0x6836000,0xdf,0,1,1
0x6814000,2277,0x67eb000,0x6836000,0xdf,0,1,1
0x6813000,3762,0x67ed000,0x6830000,0x10,1,1,1
0x6822000,1304,0x6800000,0x6844000,0x7f,0,3,4
0x6822000,2492,0x6800000,0x6844000,0xf7,0,3,4
0x6822000,3657,0x6800000,0x6844000,0xf7,0,3,4
0x6823000,2648,0x6800000,0x6844000,0x80,1,1,4
0x6822000,2492,0x6800000,0x6845000,0xf7,0,3,3
0x6822000,2736,0x6800000,0x6845000,0xfd,0,3,3
0x6822000,3657,0x6800000,0x6845000,0xf7,0,3,3
0x6822000,2492,0x6801000,0x6844000,0xf7,0,1,2
0x6823000,2648,0x6801000,0x6844000,0x80,1,1,2
0x6822000,2492,0x6801000,0x6845000,0xf7,0,2,3
0x6822000,3657,0x6801000,0x6845000,0xf7,0,2,3
0x6823000,2648,0x6801000,0x6845000,0x80,1,1,3
0x6826000,785,0x6804000,0x6840000,0xfd,0,1,1
0x6825000,1628,0x6807000,0x6843000,0xbf,0,1,1
0x6832000,1049,0x6810000,0x6854000,0xf7,0,1,1
0x6832000,1049,0x6810000,0x6855000,0xf7,0,1,2
0x6833000,3104,0x6810000,0x6855000,0xbf,0,1,2
0x6832000,1049,0x6811000,0x6854000,0xf7,0,1,1
0x6832000,1049,0x6811000,0x6855000,0xf7,0,1,2
0x6833000,3104,0x6811000,0x6855000,0xbf,0,1,2
0x6830000,627,0x6812000,0x6856000,0xf7,0,4,6
0x6830000,1960,0x6812000,0x6856000,0xef,0,4,6
0x6830000,2038,0x6812000,0x6856000,0xfd,0,4,6
0x6830000,2544,0x6812000,0x6856000,0xef,0,4,6
0x6831000,260,0x6812000,0x6856000,0xfd,0,2,6
0x6831000,3387,0x6812000,0x6856000,0xf7,0,2,6
0x6830000,627,0x6813000,0x6856000,0xf7,0,3,5
0x6830000,1960,0x6813000,0x6856000,0xef,0,3,5
0x6830000,2038,0x6813000,0x6856000,0xfd,0,3,5
0x6831000,260,0x6813000,0x6856000,0xfd,0,2,5
0x6831000,3387,0x6813000,0x6856000,0xf7,0,2,5
0x6830000,627,0x6813000,0x6857000,0xf7,0,4,6
0x6830000,1960,0x6813000,0x6857000,0xef,0,4,6
0x6830000,2038,0x6813000,0x6857000,0xfd,0,4,6
0x6830000,2544,0x6813000,0x6857000,0xef,0,4,6
0x6831000,260,0x6813000,0x6857000,0xfd,0,2,6
0x6831000,3387,0x6813000,0x6857000,0xf7,0,2,6
0x6837000,2160,0x6815000,0x6850000,0x20,1,1,1
0x6834000,3980,0x6816000,0x6853000,0x4,1,1,2
0x6835000,2296,0x6816000,0x6853000,0x4,1,1,2
0x6834000,1921,0x6817000,0x6853000,0xfd,0,1,3
0x6835000,2816,0x6817000,0x6853000,0xfd,0,1,3
0x6835000,2296,0x6817000,0x6853000,0x4,1,1,3
0x683b000,2241,0x6818000,0x685c000,0xfe,0,1,1
0x683b000,2241,0x6818000,0x685d000,0xfe,0,1,1
0x683b000,2241,0x6819000,0x685c000,0xfe,0,1,1
0x683b000,2241,0x6819000,0x685d000,0xfe,0,1,1
0x683f000,3382,0x681c000,0x6859000,0xfe,0,1,1
0x6847000,3802,0x6820000,0x6865000,0x7f,0,1,2
0x6846000,155,0x6820000,0x6865000,0x8,1,1,2
0x6846000,155,0x6821000,0x6864000,0x8,1,1,1
0x6847000,3802,0x6821000,0x6865000,0x7f,0,1,2
0x6846000,155,0x6821000,0x6865000,0x8,1,1,2
0x684c000,1466,0x682b000,0x686f000,0x20,1,1,1
0x6856000,378,0x6831000,0x6874000,0xfb,0,1,1
0x6856000,378,0x6831000,0x6875000,0xfb,0,1,1
0x6854000,1760,0x6832000,0x6876000,0xfb,0,1,2
0x6855000,1635,0x6832000,0x6876000,0xdf,0,1,2
0x6854000,1760,0x6832000,0x6877000,0xfb,0,1,2
0x6855000,1635,0x6832000,0x6877000,0xdf,0,1,2
0x6855000,1635,0x6833000,0x6876000,0xdf,0,1,1
0x6854000,1760,0x6833000,0x6877000,0xfb,0,1,2
0x6855000,1635,0x6833000,0x6877000,0xdf,0,1,2
0x6853000,3560,0x6834000,0x6870000,0xdf,0,1,1
0x6853000,3560,0x6834000,0x6871000,0xdf,0,1,1
0x6853000,3560,0x6835000,0x6870000,0xdf,0,1,1
0x6853000,3560,0x6835000,0x6871000,0xdf,0,1,1
0x6850000,2609,0x6836000,0x6873000,0xdf,0,1,3
0x6851000,1882,0x6836000,0x6873000,0xfb,0,2,3
0x6851000,3267,0x6836000,0x6873000,0x7f,0,2,3
0x685f000,2250,0x6839000,0x687d000,0xf7,0,1,1
0x6858000,1410,0x683e000,0x687a000,0x1,1,1,2
0x6859000,555,0x683e000,0x687a000,0x4,1,1,2
0x6863000,1504,0x6840000,0x688c000,0xf7,0,1,1
0x6863000,1504,0x6840000,0x688d000,0xf7,0,1,1
0x6864000,2128,0x6847000,0x688a000,0x1,1,1,1
0x6865000,3498,0x6847000,0x688b000,0xef,0,1,1
0x6868000,342,0x684a000,0x6886000,0x40,1,1,1
0x686d000,2474,0x684e000,0x6882000,0x8,1,1,1
0x6873000,3753,0x6850000,0x689c000,0xfd,0,1,1
0x6873000,3753,0x6850000,0x689d000,0xfd,0,1,1
0x6873000,3753,0x6851000,0x689d000,0xfd,0,1,4
0x6872000,3881,0x6851000,0x689d000,0x4,1,1,4
0x6873000,3082,0x6851000,0x689d000,0x4,1,2,4
0x6873000,3234,0x6851000,0x689d000,0x80,1,2,4
0x6870000,3707,0x6852000,0x689e000,0xfd,0,1,1
0x688e000,4042,0x6860000,0x68ac000,0xfb,0,2,2
0x688e000,4058,0x6860000,0x68ac000,0xfb,0,2,2
0x6888000,443,0x6866000,0x68aa000,0xdf,0,1,2
0x6889000,1576,0x6866000,0x68aa000,0x2,1,1,2
0x6888000,443,0x6866000,0x68ab000,0xdf,0,1,3
0x6889000,1576,0x6866000,0x68ab000,0xfb,0,1,3
0x6889000,1576,0x6866000,0x68ab000,0x2,1,1,3
0x6888000,443,0x6867000,0x68aa000,0xdf,0,1,2
0x6889000,1576,0x6867000,0x68aa000,0xfb,0,1,2
0x6889000,1576,0x6867000,0x68ab000,0xfb,0,1,2
0x6889000,1576,0x6867000,0x68ab000,0x2,1,1,2
0x6886000,130,0x6869000,0x68a5000,0x4,1,1,1
0x6884000,993,0x686a000,0x68a6000,0x4,1,1,1
0x689e000,1762,0x6870000,0x68bd000,0x7f,0,1,1
0x689e000,651,0x6871000,0x68bc000,0xfe,0,2,2
0x689e000,1762,0x6871000,0x68bc000,0x7f,0,2,2
0x689e000,1762,0x6871000,0x68bd000,0x7f,0,1,2
0x689f000,1886,0x6871000,0x68bd000,0xdf,0,1,2
0x6899000,2696,0x6877000,0x68bb000,0xfb,0,1,1
0x6895000,3890,0x687b000,0x68b7000,0xef,0,1,1
0x68a5000,3506,0x6887000,0x68c2000,0x7f,0,1,1
0x68a5000,3506,0x6887000,0x68c3000,0x7f,0,1,2
0x68a5000,3018,0x6887000,0x68c3000,0x10,1,1,2
0x68b9000,1729,0x689a000,0x68df000,0xef,0,1,1
0x68b8000,3200,0x689b000,0x68de000,0xf7,0,1,3
0x68b9000,1164,0x689b000,0x68de000,0xef,0,2,3
0x68b9000,1729,0x689b000,0x68de000,0xef,0,2,3
0x68b8000,3200,0x689b000,0x68df000,0xf7,0,1,2
0x68b9000,1729,0x689b000,0x68df000,0xef,0,1,2
0x68be000,240,0x689d000,0x68d8000,0xbf,0,1,1
0x68c6000,1634,0x68a0000,0x68e4000,0x4,1,1,1
0x68c4000,3218,0x68a2000,0x68e7000,0xef,0,1,1
0x68c4000,3218,0x68a3000,0x68e6000,0xef,0,1,1
0x68c4000,3218,0x68a3000,0x68e7000,0xef,0,1,1
0x68cc000,3369,0x68ab000,0x68ee000,0x7f,0,1,1
0x68cc000,3369,0x68ab000,0x68ef000,0x7f,0,1,1
0x68ca000,163,0x68ad000,0x68e9000,0xfb,0,1,1
0x68c9000,1144,0x68ae000,0x68ea000,0x10,1,1,1
0x68c9000,1144,0x68ae000,0x68eb000,0x10,1,1,1
0x68c8000,553,0x68af000,0x68eb000,0x8,1,1,2
0x68c9000,1144,0x68af000,0x68eb000,0x10,1,1,2
0x68d0000,3234,0x68b7000,0x68f2000,0x4,1,1,1
0x68d1000,3826,0x68b7000,0x68f3000,0xf7,0,1,1
0x68df000,3506,0x68b8000,0x68fc000,0xdf,0,1,1
0x68dc000,424,0x68bb000,0x68fe000,0x7f,0,1,3
0x68dc000,1760,0x68bb000,0x68fe000,0x2,1,1,3
0x68dd000,1393,0x68bb000,0x68fe000,0x8,1,1,3
0x68da000,2355,0x68bd000,0x68f8000,0x7f,0,1,1
0x68d8000,3472,0x68bf000,0x68fb000,0xfb,0,1,1
0x6900000,794,0x68ff000,0x6923000,0x2,1,1,1
0x6928000,635,0x690a000,0x694e000,0x7f,0,1,1
0x6928000,635,0x690a000,0x694f000,0x7f,0,1,1
0x6928000,635,0x690b000,0x694e000,0x7f,0,1,1
0x6928000,635,0x690b000,0x694f000,0x7f,0,2,2
0x6928000,1137,0x690b000,0x694f000,0xfb,0,2,2
0x6930000,3568,0x6912000,0x6956000,0x20,1,1,2
0x6931000,2409,0x6912000,0x6956000,0x20,1,1,2
0x6930000,1568,0x6912000,0x6957000,0xbf,0,1,1
0x6930000,1568,0x6913000,0x6956000,0xbf,0,2,2
0x6930000,3977,0x6913000,0x6956000,0xef,0,2,2
0x6946000,2608,0x6921000,0x6964000,0xfe,0,2,2
0x6946000,3540,0x6921000,0x6964000,0xfe,0,2,2
0x6956000,1536,0x6931000,0x6974000,0xdf,0,1,1
0x6956000,1536,0x6931000,0x6975000,0xdf,0,1,1
0x6962000,819,0x6940000,0x698c000,0xef,0,1,1
0x6966000,3902,0x6944000,0x6988000,0x20,1,1,1
0x6964000,1058,0x6946000,0x698a000,0xef,0,1,1
0x6971000,2536,0x6953000,0x699f000,0xf7,0,1,1
0x6977000,824,0x6954000,0x6998000,0xfd,0,1,1
0x698f000,1625,0x6960000,0x69ac000,0xdf,0,2,2
0x698f000,4066,0x6960000,0x69ac000,0xdf,0,2,2
0x698f000,4066,0x6960000,0x69ad000,0xdf,0,1,1
0x698f000,1625,0x6961000,0x69ac000,0xdf,0,2,2
0x698f000,4066,0x6961000,0x69ac000,0xdf,0,2,2
0x6993000,3019,0x697d000,0x69b1000,0x20,1,1,1
0x69af000,832,0x698d000,0x69c8000,0xbf,0,1,1
0x69af000,832,0x698d000,0x69c9000,0xbf,0,2,2
0x69af000,1899,0x698d000,0x69c9000,0xf7,0,2,2
0x69ad000,536,0x698f000,0x69ca000,0x80,1,1,1
0x69b9000,3620,0x699b000,0x69de000,0x4,1,1,1
0x69b8000,1692,0x699b000,0x69df000,0xbf,0,1,3
0x69b9000,162,0x699b000,0x69df000,0xf7,0,2,3
0x69b9000,1400,0x699b000,0x69df000,0xef,0,2,3
0x69ce000,2826,0x69a8000,0x69ed000,0xdf,0,1,1
0x69c8000,768,0x69af000,0x69ea000,0xdf,0,1,1
0x69c8000,768,0x69af000,0x69eb000,0xdf,0,1,2
0x69c9000,1129,0x69af000,0x69eb000,0x7f,0,1,2
0x69e9000,888,0x69ca000,0x6a16000,0xef,0,1,1
0x69e8000,3827,0x69ca000,0x6a17000,0xf7,0,1,1
0x69e9000,888,0x69cb000,0x6a16000,0xef,0,1,1
0x69e8000,1760,0x69cb000,0x6a17000,0xbf,0,2,3
0x69e8000,3827,0x69cb000,0x6a17000,0xf7,0,2,3
0x69e9000,888,0x69cb000,0x6a17000,0xef,0,1,3
0x69ee000,106,0x69cc000,0x6a10000,0xfd,0,1,1
0x69ed000,1232,0x69ce000,0x6a13000,0x20,1,2,2
0x69ed000,2184,0x69ce000,0x6a13000,0x4,1,2,2
0x69ed000,2232,0x69cf000,0x6a12000,0xfd,0,2,2
0x69ed000,2384,0x69cf000,0x6a12000,0xbf,0,2,2
0x69ed000,2232,0x69cf000,0x6a13000,0xfd,0,1,1
0x6a11000,3915,0x69ef000,0x6a32000,0x7f,0,1,1
